"idnum","father_fin_security_w234","mother_fin_security_w2345"
"4876","Yes","Yes"
"4877","Yes","Yes"
"4878","Yes","No"
"4879",NA,"Yes"
"4880","Yes","Yes"
"4881",NA,"Yes"
"4882","No","No"
"4883","No","Yes"
"4884","No","No"
"4885",NA,"No"
"4886","Yes","Yes"
"4887","Yes","Yes"
"4888","Yes","Yes"
"4889","Yes","No"
"4890","Yes","Yes"
"4891",NA,"Yes"
"4892","No","No"
"4893","Yes","Yes"
"4894","No","No"
"4895","Yes","Yes"
"4896","Yes","Yes"
"4897","Yes","Yes"
"4898","Yes","No"
