"idnum","fparents_edustatus_w2345","mparents_edustatus_w2345"
"0660","Neither parent attended college","Neither parent attended college"
"0661","Neither parent attended college","Neither parent attended college"
"0662","At least one parent attended college","At least one parent attended college"
"0663",NA,"Neither parent attended college"
"0664","At least one parent attended college","Neither parent attended college"
"0665","Neither parent attended college","Neither parent attended college"
"0666",NA,"At least one parent attended college"
"0667","Neither parent attended college","Neither parent attended college"
"0668","Neither parent attended college","Neither parent attended college"
"0669","At least one parent attended college","At least one parent attended college"
"0670","Neither parent attended college","At least one parent attended college"
"0671","At least one parent attended college","Neither parent attended college"
"0672","Neither parent attended college","Neither parent attended college"
