"idnum","k6b20a","k6b20b","k6b20c","k6b20d"
"3773",NA,NA,NA,NA
"3774",NA,NA,NA,NA
"3775",NA,NA,NA,NA
"3776","B","D or lower","C","D or lower"
"3777",NA,NA,NA,NA
"3778","B","D or lower","C","B"
"3779",NA,NA,NA,NA
"3780",NA,NA,NA,NA
"3781","B","B","C","B"
"3782",NA,NA,NA,NA
"3783","C","B","B","C"
"3784","B","C","A","A"
"3785",NA,NA,NA,NA
"3786",NA,NA,NA,NA
"3787","B","B","A","B"
"3788","A","B","A","B"
"3789","B","A",NA,"A"
"3790","C",NA,"C","B"
"3791","B","D or lower","C","D or lower"
"3792",NA,NA,NA,NA
"3793","A","B","B","B"
"3794","B","C","A","B"
"3795",NA,NA,NA,NA
"3796",NA,NA,NA,NA
"3797","B","B","A","B"
"3798","B","B","C","B"
"3799",NA,NA,NA,NA
"3800","A","A","B","B"
"3801",NA,NA,NA,NA
"3802","A","A","A","A"
"3803",NA,NA,NA,NA
"3804","C","A","B","A"
"3805","A","A","A","B"
"3806",NA,NA,NA,NA
"3807","A","A","A","A"
"3808",NA,NA,NA,NA
"3809","A","C",NA,"B"
"3810","B","C","C","B"
"3811",NA,NA,NA,NA
"3812","B","B","A","A"
"3813","B","A","A","B"
"3814",NA,NA,NA,NA
"3815",NA,NA,NA,NA
"3816","B","C","B","B"
"3817","A","B","B","B"
"3818",NA,NA,NA,NA
"3819","B","B","A","B"
"3820","C","D or lower","C","C"
"3821","D or lower","A","A","D or lower"
"3822",NA,NA,NA,NA
"3823","C","D or lower","D or lower","B"
"3824",NA,NA,NA,NA
"3825",NA,NA,NA,NA
"3826","D or lower","D or lower","B","D or lower"
"3827",NA,NA,NA,NA
"3828","B","C","B","B"
"3829","C","B","B","A"
"3830",NA,NA,NA,NA
"3831","C","B","D or lower","C"
"3832","B","C","B","B"
"3833","A","B","A","A"
"3834","A","B","B","B"
"3835","C","C","D or lower","D or lower"
"3836","B","C","A","A"
"3837",NA,NA,NA,NA
"3838","C","C","A","B"
"3839","A","C","B","A"
"3840","B","A","B","B"
"3841","B","B","A","A"
"3842",NA,NA,NA,NA
"3843","C","B","D or lower","C"
"3844","D or lower","B","B","C"
"3845","B","C","A","B"
"3846","B","C",NA,"C"
"3847",NA,NA,NA,NA
"3848","A","B","B","C"
"3849",NA,NA,NA,NA
"3850","B","D or lower","C","C"
"3851","A","B","B","D or lower"
"3852","B","B","B","C"
"3853",NA,NA,NA,NA
"3854","B","A","B","A"
"3855","B","C","C","A"
"3856","B","C","C","D or lower"
"3857","C","C","B","A"
"3858",NA,NA,NA,NA
"3859",NA,NA,NA,NA
"3860","A","A","C","A"
"3861","B","B","B","B"
"3862","C","B","B","B"
"3863","A","A","A","A"
"3864","B","C","B","A"
"3865","B","A","B","C"
"3866","D or lower","D or lower","B","B"
"3867","B","C","B","C"
"3868",NA,NA,NA,NA
"3869","A","C","A","B"
"3870",NA,NA,NA,NA
"3871",NA,NA,NA,NA
"3872","A","A","B","B"
"3873","C","C","B","C"
"3874","B","D or lower","B","C"
"3875","B","B","B","C"
"3876","A","A",NA,"A"
"3877","B","B","B","B"
"3878","A","B","A","A"
"3879","B","C","A","B"
"3880","A","A","B","A"
"3881",NA,NA,NA,NA
"3882","B","C","A",NA
"3883","C","C",NA,"B"
"3884",NA,NA,NA,NA
"3885","B","A","B","B"
"3886",NA,NA,NA,NA
"3887","C","B","C","C"
"3888","B","C","A","C"
"3889","A","A","B","B"
"3890","C","D or lower","C","C"
"3891","A","B","A","B"
"3892","B","B","A","B"
"3893",NA,NA,NA,NA
"3894","C","A","A","A"
"3895",NA,NA,NA,NA
"3896",NA,NA,NA,NA
"3897",NA,NA,NA,NA
"3898",NA,NA,NA,NA
"3899",NA,NA,NA,NA
"3900",NA,NA,NA,NA
"3901","D or lower","C","A","A"
"3902","A","A","A","A"
"3903",NA,NA,NA,NA
"3904","B","B","C","C"
"3905","A","A","A","A"
"3906","C","D or lower","B","D or lower"
"3907",NA,NA,NA,NA
"3908","A","A","A","B"
"3909","B","C",NA,"A"
"3910","B","B","A","A"
"3911",NA,NA,NA,NA
"3912","B","B","A","B"
"3913","C","D or lower","D or lower","D or lower"
"3914","D or lower","A","A","A"
"3915","A","A","A","A"
"3916","C","D or lower","B","C"
"3917","B","B","B","B"
"3918",NA,NA,NA,NA
"3919","B","C","A","A"
"3920","C","C","C","C"
"3921","B","A","D or lower","D or lower"
"3922","B","A","B","B"
"3923","A","A","B","A"
"3924",NA,NA,NA,NA
"3925","B","B","A","B"
"3926",NA,NA,NA,NA
"3927",NA,NA,NA,NA
"3928","B","B","C","C"
"3929","A","C","C","B"
"3930","C","D or lower","C","C"
"3931","B","B","A","A"
"3932","C","C","C","B"
"3933","B","C","C","B"
"3934","D or lower","D or lower","C","C"
"3935","B","C",NA,"B"
"3936","A","A","A","A"
"3937",NA,NA,NA,NA
"3938",NA,NA,NA,NA
"3939","A","A","A","B"
"3940","B","D or lower",NA,"C"
"3941","C","B","D or lower","B"
"3942","C","D or lower","D or lower","C"
"3943",NA,NA,NA,NA
"3944","A","B","B","A"
"3945","B","B","B","C"
"3946","A","B","C","B"
"3947",NA,NA,NA,NA
"3948","C","D or lower","C",NA
"3949",NA,NA,NA,NA
"3950","B","B","A","A"
"3951","A","A","A","A"
"3952","B","A","A","B"
"3953","D or lower","B","B","B"
"3954",NA,NA,NA,NA
"3955",NA,NA,NA,NA
"3956",NA,NA,NA,NA
"3957","A","A","A","A"
"3958","C","B","D or lower","B"
"3959","A","A","A","A"
"3960",NA,NA,NA,NA
"3961","C","D or lower","C","B"
"3962","C","A","C","B"
"3963","B","C","B","B"
"3964","C","B","A","B"
"3965","B","B","B","B"
"3966","B","C","A","B"
"3967",NA,NA,NA,NA
"3968","C","D or lower","C","C"
"3969",NA,NA,NA,NA
"3970","C","B","C","B"
"3971","B","A","C","C"
"3972","A","B","A",NA
"3973",NA,NA,NA,NA
"3974",NA,NA,NA,NA
"3975","D or lower","C","D or lower","C"
"3976",NA,"B","C","B"
"3977","C","C","B","C"
"3978","A","A","C","B"
"3979","C","C",NA,NA
"3980","B","C","B","A"
"3981",NA,NA,NA,NA
"3982",NA,NA,NA,NA
"3983","B","C","B","C"
"3984","A","C","C","B"
"3985",NA,NA,NA,NA
"3986",NA,NA,NA,NA
"3987","B","D or lower","C","C"
"3988",NA,NA,NA,NA
"3989","B","B","C","C"
"3990","B","B","B","C"
"3991","D or lower","C","B","B"
"3992","B","C","C","B"
"3993",NA,NA,NA,NA
"3994","B","C","B","B"
"3995","D or lower","C","C","C"
"3996","B",NA,"C","B"
"3997","A","A","A","A"
"3998","B","C","B","A"
"3999",NA,NA,NA,NA
"4000",NA,NA,NA,NA
"4001","A","C","B",NA
"4002","B","C","B","B"
"4003","D or lower","D or lower","D or lower","C"
"4004",NA,"B","B",NA
"4005","C","B","B","A"
"4006","C","C",NA,NA
"4007","B","D or lower","B","B"
"4008","C","B","D or lower","C"
"4009",NA,NA,NA,NA
"4010",NA,NA,NA,NA
"4011","B","B","C","B"
"4012",NA,NA,NA,NA
"4013","B","B","A","B"
"4014","D or lower","C","B","C"
"4015","A","A","B","B"
"4016","C","B","C","C"
"4017","A","B","B","D or lower"
"4018","C","B","C","C"
"4019","C","B","B","B"
"4020","B","C","A","A"
"4021","A","B","A","C"
"4022","B","B","A",NA
"4023",NA,NA,NA,NA
"4024",NA,NA,"D or lower",NA
"4025","B","C","B","D or lower"
"4026","B","A","A","C"
"4027","D or lower","D or lower","C","C"
"4028",NA,NA,NA,NA
"4029",NA,NA,NA,NA
"4030","C","D or lower","B","C"
"4031","A","B","C","A"
"4032","C","C","B","A"
"4033","C","C","B","D or lower"
"4034","A","A","A","A"
"4035",NA,NA,NA,NA
"4036","B","C","A","B"
"4037",NA,NA,NA,NA
"4038","B","C","A","A"
"4039","B","C","B","C"
"4040","B","C","B","A"
"4041","A","B","B","B"
"4042","B","A","A","A"
"4043","B","B","B","B"
"4044","B","B","B","C"
"4045",NA,NA,NA,NA
"4046",NA,NA,NA,NA
"4047",NA,NA,NA,NA
"4048",NA,NA,NA,NA
"4049","A","A","A","A"
"4050","B","B","A","C"
"4051","B","A","B","B"
"4052","B","B","B","B"
"4053","B","D or lower","C","C"
"4054","B","B","B","C"
"4055","A","A","A","A"
"4056",NA,NA,NA,NA
"4057","A","B","B","A"
"4058","B","A","C","D or lower"
"4059","B","A","C","B"
"4060","C","B","C","C"
"4061","A","B","B","A"
"4062","C","A","C","D or lower"
"4063","B",NA,"C",NA
"4064",NA,NA,NA,NA
"4065","C","C","D or lower","D or lower"
"4066","D or lower","C","C","D or lower"
"4067",NA,"C","C",NA
"4068","B","B","A","B"
"4069","C","C","D or lower","C"
"4070",NA,NA,NA,NA
"4071",NA,NA,NA,NA
"4072","B","C","C","C"
"4073","A","B","B","C"
"4074","B","B","C","A"
"4075",NA,NA,NA,NA
"4076","B","D or lower","C","A"
"4077",NA,NA,NA,NA
"4078",NA,NA,NA,NA
"4079","C","D or lower","D or lower","C"
"4080","B","C",NA,"B"
"4081",NA,NA,NA,NA
"4082","A","A","A","A"
"4083","A","A",NA,"B"
"4084",NA,NA,NA,NA
"4085","A","D or lower","D or lower","A"
"4086","A","C","C","A"
"4087","B","B","A","C"
"4088","C","D or lower","B","C"
"4089","C","B","B","A"
"4090","A","A","A","A"
"4091","B","B","C","C"
"4092",NA,NA,NA,NA
"4093","C","C","B","C"
"4094",NA,NA,NA,NA
"4095","A","A","A","A"
"4096","B","C","A","C"
"4097","D or lower","D or lower","B","C"
"4098","B","A","A","B"
"4099","A","A","A","A"
"4100",NA,NA,NA,NA
"4101","C","B","C","A"
"4102","B","B","A","A"
"4103",NA,NA,NA,NA
"4104",NA,NA,NA,NA
"4105",NA,NA,NA,NA
"4106","A","A","A","A"
"4107","C","C",NA,"B"
"4108","B","B","B","A"
"4109",NA,NA,NA,NA
"4110",NA,NA,NA,NA
"4111","A","A","B","C"
"4112","A","C","B","B"
"4113","B","C","C","D or lower"
"4114","A","D or lower","B","A"
"4115",NA,NA,NA,NA
"4116","B","B","C","D or lower"
"4117","B","C","C","A"
"4118","C","B","B","C"
"4119","B","B","A","C"
"4120","A","A","A","A"
"4121","C","B","D or lower","C"
"4122","A","C","A","B"
"4123","B","C","A","B"
"4124",NA,NA,NA,NA
"4125","A","A","A","A"
"4126",NA,NA,NA,NA
"4127",NA,NA,NA,NA
"4128",NA,NA,NA,NA
"4129","D or lower","B","B","C"
"4130","C","A","B","D or lower"
"4131","B","C","C","B"
"4132","D or lower","C","C","B"
"4133",NA,NA,NA,NA
"4134",NA,NA,NA,NA
"4135","C","B",NA,"B"
"4136",NA,NA,NA,NA
"4137","D or lower","C","C","C"
"4138",NA,NA,NA,NA
"4139",NA,"B","C","C"
"4140","C","B","A","C"
"4141",NA,NA,NA,NA
"4142","B","D or lower","B","C"
"4143","D or lower","B","D or lower","C"
"4144","C","D or lower","D or lower","C"
"4145","A","B","A","B"
"4146","B","B","B","A"
"4147","C","B","A","B"
"4148",NA,NA,NA,NA
"4149",NA,NA,NA,NA
"4150","A","A","B","D or lower"
"4151",NA,NA,NA,NA
"4152",NA,NA,NA,NA
"4153",NA,NA,NA,NA
"4154","A","B",NA,"B"
"4155","C","A","B","B"
"4156","B","B","A","A"
"4157",NA,NA,NA,NA
"4158",NA,NA,NA,NA
"4159","B","B",NA,"B"
"4160","C","B","B","B"
"4161",NA,NA,NA,NA
"4162","C","B","C","C"
"4163",NA,NA,NA,NA
"4164","B","B","A","B"
"4165","D or lower","D or lower","B","C"
"4166",NA,NA,NA,NA
"4167","A","C","B","B"
"4168","C","D or lower","C","A"
"4169","B","B","C","A"
"4170","B","C","B","C"
"4171","B","C","C","C"
"4172","B","B","C","A"
"4173",NA,NA,NA,NA
"4174","B","D or lower","B","B"
"4175","D or lower","B",NA,"D or lower"
"4176","B","B","A","C"
"4177","B","C","A","B"
"4178","A","A","A","A"
"4179","B","A","B","A"
"4180",NA,NA,NA,NA
"4181",NA,NA,NA,NA
"4182","B","B","C","B"
"4183","B","B","A","C"
"4184",NA,NA,NA,NA
"4185","A","A","A","A"
"4186",NA,NA,NA,NA
"4187","A","A","A","B"
"4188","A","B","A","B"
"4189","A","A","A","A"
"4190",NA,NA,NA,NA
"4191",NA,NA,NA,NA
"4192","C","D or lower","C","D or lower"
"4193",NA,NA,NA,NA
"4194","B","A","B","B"
"4195",NA,NA,NA,NA
"4196",NA,NA,NA,NA
"4197",NA,NA,NA,NA
"4198","B","B","B","C"
"4199","A","A","A","B"
"4200",NA,NA,NA,NA
"4201",NA,NA,NA,NA
"4202",NA,NA,NA,NA
"4203","A","C","B","B"
"4204",NA,NA,NA,NA
"4205",NA,NA,NA,NA
"4206",NA,NA,NA,NA
"4207","B","A","A","C"
"4208","A","A","A","B"
"4209","B","A","A","B"
"4210",NA,NA,NA,NA
"4211","B","D or lower","C","C"
"4212","B","B","B","A"
"4213",NA,NA,NA,NA
"4214","C","B","C","C"
"4215",NA,NA,NA,NA
"4216","B","B","C","B"
"4217","B","D or lower","A","C"
"4218","B","C","B","C"
"4219",NA,NA,NA,NA
"4220","A","B","C","B"
"4221","B","B","A","B"
"4222","A","C","A",NA
"4223","C","B","C","D or lower"
"4224","D or lower","B","B","B"
"4225","C","B","C","B"
"4226","C","B","B","B"
"4227",NA,NA,NA,NA
"4228","B","B","C","C"
"4229",NA,"D or lower","B","A"
"4230","B","C","A","B"
"4231","B","B","C",NA
"4232","D or lower","C","C","C"
"4233","B","B","A","C"
"4234",NA,NA,NA,NA
"4235","A","A","A","A"
"4236","C","C","B","B"
"4237",NA,NA,NA,NA
"4238","D or lower","C",NA,"B"
"4239","B","B","A","B"
"4240","A","A","B","B"
"4241","A","A","A","A"
"4242",NA,NA,NA,NA
"4243",NA,NA,NA,NA
"4244","B","D or lower","B","C"
"4245",NA,NA,NA,NA
"4246","C","C",NA,"B"
"4247","B","B","A","B"
"4248","B","D or lower",NA,NA
"4249","B","A","A","B"
"4250",NA,NA,NA,NA
"4251","C","C","A","C"
"4252","D or lower","C",NA,"C"
"4253","B","B","D or lower","B"
"4254",NA,NA,NA,NA
"4255","B","C","B","C"
"4256","C","C","B","D or lower"
"4257",NA,NA,NA,NA
"4258",NA,NA,NA,NA
"4259","C","D or lower","B","C"
"4260","B","A","B","B"
"4261","B",NA,"B","B"
"4262","B","D or lower","C","C"
"4263","C","B","C","B"
"4264","B","A","A","B"
"4265","A","B","A","A"
"4266","B","B","B",NA
"4267",NA,NA,NA,NA
"4268",NA,NA,NA,NA
"4269","B","C","B","B"
"4270","C","C","B","D or lower"
"4271",NA,"D or lower","B","C"
"4272","D or lower","D or lower","B","D or lower"
"4273",NA,NA,NA,NA
"4274",NA,NA,NA,NA
"4275","B","A","A","B"
"4276","B","A","A","A"
"4277","C","D or lower","B","C"
"4278","C","A","C","B"
"4279","A","B","C","B"
"4280","A","A","A","A"
"4281",NA,NA,NA,NA
"4282","C","B","B","C"
"4283",NA,NA,NA,NA
"4284",NA,NA,NA,NA
"4285","C","B","A","A"
"4286","A","C","B","D or lower"
"4287","A","B","B","B"
"4288","B","B","B","C"
"4289",NA,NA,NA,NA
"4290","B","B","C",NA
"4291","A","A","C","C"
"4292",NA,NA,NA,NA
"4293","C","A","C","C"
"4294",NA,NA,NA,NA
"4295","A","A",NA,"A"
"4296","D or lower","B","D or lower","C"
"4297",NA,NA,NA,NA
"4298","A","A","A","A"
"4299","B","C","A","B"
"4300","B",NA,"A","B"
"4301","B","B","A","B"
"4302",NA,NA,NA,NA
"4303","D or lower","D or lower","C","C"
"4304",NA,NA,NA,NA
"4305",NA,NA,NA,NA
"4306","B","A","A","A"
"4307","B","D or lower","C","B"
"4308",NA,NA,NA,NA
"4309","B","C","C","B"
"4310",NA,NA,NA,NA
"4311","A","B","A","A"
"4312","C","C","C","C"
"4313","C","A","C","C"
"4314",NA,NA,NA,NA
"4315",NA,NA,NA,NA
"4316","B","B","C","B"
"4317",NA,NA,NA,NA
"4318","B","D or lower","B","D or lower"
"4319",NA,"B","D or lower","A"
"4320",NA,NA,NA,NA
"4321","A","B","B","B"
"4322",NA,NA,NA,NA
"4323",NA,NA,NA,NA
"4324","B","A","A","A"
"4325","B","B","C","D or lower"
"4326","A","B","B","B"
"4327","A","C","B","A"
"4328","C","B","D or lower","D or lower"
"4329",NA,NA,NA,NA
"4330","A","B","B","B"
"4331","C","A","D or lower","D or lower"
"4332","B","C","D or lower","D or lower"
"4333","B","B","C","B"
"4334","A","B","A","A"
"4335","B","C","B","B"
"4336","C","D or lower","C","B"
"4337","C","C","B","D or lower"
"4338",NA,NA,NA,NA
"4339","A","B",NA,"A"
"4340",NA,NA,NA,NA
"4341","B","A","B","B"
"4342",NA,NA,NA,NA
"4343",NA,NA,NA,NA
"4344",NA,NA,NA,NA
"4345",NA,NA,NA,NA
"4346","C","A","C","C"
"4347","B","B","A","A"
"4348",NA,NA,NA,NA
"4349",NA,"B","B","B"
"4350","B","B","B","A"
"4351","A","C","A","A"
"4352",NA,NA,NA,NA
"4353",NA,NA,NA,NA
"4354","B","C","B","C"
"4355","B","B","A","B"
"4356","B","C","B","B"
"4357","B","C","C","B"
"4358","C","C","B","C"
"4359","D or lower","B","B","C"
"4360","B","C","B","B"
"4361",NA,NA,NA,NA
"4362","B","C","C","D or lower"
"4363",NA,NA,NA,NA
"4364",NA,NA,NA,NA
"4365",NA,NA,NA,NA
"4366","B","C","B","B"
"4367","B","D or lower","D or lower","B"
"4368","B","B","B","C"
"4369",NA,NA,NA,NA
"4370","B","B","B","B"
"4371","B","C","C","D or lower"
"4372",NA,NA,NA,NA
"4373",NA,NA,NA,NA
"4374","A","B",NA,NA
"4375","A","A","A","B"
"4376","A","B","A","A"
"4377",NA,NA,NA,NA
"4378","B","B","C","A"
"4379","C","A","B","C"
"4380","B","C","A","B"
"4381",NA,NA,NA,NA
"4382",NA,NA,NA,NA
"4383","C","B","A",NA
"4384","B","C","C","C"
"4385","A","B","A","A"
"4386","B","B","A","B"
"4387","B","B","A","B"
"4388","A","B","B","B"
"4389","A","B","A","B"
"4390","A","B","C","C"
"4391","C","B","B","C"
"4392","A",NA,"B","C"
"4393",NA,NA,NA,NA
"4394","C","B","C","C"
"4395","B","C","C","A"
"4396","C","B","C","C"
"4397","C","B","C","C"
"4398","B","A","A","A"
"4399","B","B","C","C"
"4400",NA,NA,NA,NA
"4401","A","A","B","A"
"4402","B","C","A","B"
"4403","A","C","B","B"
"4404","A","C",NA,"B"
"4405","B","B","C","B"
"4406","B","B","A","A"
"4407","B","A","B","A"
"4408",NA,NA,NA,NA
"4409",NA,NA,NA,NA
"4410","B","C","A","B"
"4411","B","A","A","B"
"4412",NA,NA,NA,NA
"4413","C","B","B","C"
"4414",NA,NA,NA,NA
"4415","C","C",NA,NA
"4416",NA,NA,NA,NA
"4417","C","D or lower",NA,"C"
"4418","B","C","A","B"
"4419",NA,NA,NA,NA
"4420","B","A","B","A"
"4421",NA,NA,NA,NA
"4422","C","C","B","B"
"4423","D or lower","C",NA,"D or lower"
"4424",NA,NA,NA,NA
"4425","B","B","C","B"
"4426","B","C","B","C"
"4427","A","B","A","A"
"4428","A","A","A","B"
"4429",NA,NA,NA,NA
"4430",NA,NA,NA,NA
"4431","A","B","A","B"
"4432","A","B","C","B"
"4433","D or lower","D or lower","D or lower","D or lower"
"4434",NA,NA,NA,NA
"4435",NA,NA,NA,NA
"4436","B","A","A","A"
"4437","A","D or lower","C","A"
"4438","A","B","C","B"
"4439",NA,NA,NA,NA
"4440","C","C","C","B"
"4441","A","B","A","B"
"4442","C","C","B","A"
"4443","B","D or lower","A","A"
"4444",NA,NA,NA,NA
"4445","A","B","B","A"
"4446","B","A","B","A"
"4447","C","C","B","B"
"4448",NA,NA,NA,NA
"4449",NA,NA,NA,NA
"4450",NA,NA,NA,NA
"4451",NA,NA,NA,NA
"4452",NA,NA,NA,NA
"4453","D or lower","D or lower","C","D or lower"
"4454","A","B","A","B"
"4455",NA,NA,NA,NA
"4456","B","C","B","B"
"4457","B","D or lower","D or lower","C"
"4458",NA,NA,NA,NA
"4459","A","B",NA,"B"
"4460","B","B","B","C"
"4461","B","A","C","B"
"4462","A","A","B","C"
"4463","D or lower",NA,NA,NA
"4464","A","B","C","C"
"4465","C","C","B","A"
"4466","A","A","A","A"
"4467","C","B","C","C"
"4468","B","C","C","C"
"4469","B","B","C","C"
"4470","B","B",NA,"C"
"4471","B","B",NA,"B"
"4472","B","B","A","B"
"4473",NA,NA,NA,NA
"4474","B","C","B","B"
"4475","B","B","B","A"
"4476",NA,NA,NA,NA
"4477","A","C","A","A"
"4478","B","B","B","A"
"4479","B","C","B","B"
"4480","C","B","B","C"
"4481","C","B","B","B"
"4482","A","A","A","A"
"4483",NA,NA,NA,NA
"4484","C","B","C","D or lower"
"4485","A","C","A","D or lower"
"4486","B","B","A","B"
"4487","B","B","A","B"
"4488","B","B","A","A"
"4489",NA,NA,NA,NA
"4490",NA,NA,NA,NA
"4491","A","B","B","A"
"4492",NA,NA,NA,NA
"4493","A","B","A","A"
"4494","A","A","A","A"
"4495",NA,NA,NA,NA
"4496","B","A","A","B"
"4497","A","A","A","B"
"4498","B","B","A","A"
"4499",NA,NA,NA,NA
"4500","B","A","C","C"
"4501","C","C","B","B"
"4502",NA,NA,NA,NA
"4503",NA,NA,NA,NA
"4504","B","A","B","A"
"4505","A","C",NA,"B"
"4506",NA,NA,NA,NA
"4507","A","A","A","A"
"4508","A","B","B","A"
"4509","D or lower","D or lower",NA,NA
"4510",NA,NA,NA,NA
"4511",NA,NA,NA,NA
"4512",NA,NA,NA,NA
"4513","B","C","B","C"
"4514",NA,NA,NA,NA
"4515","C","B","A","D or lower"
"4516",NA,NA,NA,NA
"4517",NA,NA,NA,NA
"4518","C","D or lower","B","B"
"4519","C","D or lower","D or lower","B"
"4520",NA,NA,NA,NA
"4521","B","C","B","A"
"4522","B","D or lower","C","D or lower"
"4523",NA,NA,NA,NA
"4524","A","A","B","B"
"4525","A","A","A","A"
"4526",NA,NA,NA,NA
"4527","B","B","C","C"
"4528","C","C","B","D or lower"
"4529",NA,NA,NA,NA
"4530","B","A","B","C"
"4531",NA,NA,NA,NA
"4532","C","C","B","B"
"4533",NA,NA,NA,NA
"4534","C","A","A","A"
"4535",NA,NA,NA,NA
"4536","B","B",NA,"B"
"4537",NA,NA,"D or lower",NA
"4538","A","B","A","A"
"4539",NA,NA,NA,NA
"4540",NA,NA,NA,NA
"4541",NA,NA,NA,NA
"4542","C","C","D or lower","B"
"4543","B","A","C","C"
"4544","C","B","C","B"
"4545","A","A","A","C"
"4546","A","A","A","B"
"4547",NA,NA,NA,NA
"4548","C","C",NA,"B"
"4549",NA,NA,NA,NA
"4550","B","B","B","B"
"4551","A","C","B","A"
"4552","B","B",NA,"B"
"4553","B","A","B","A"
"4554","A","A","A","A"
"4555","C","C","B","B"
"4556",NA,NA,NA,NA
"4557","A","B","A","A"
"4558","A","A","B","B"
"4559",NA,NA,NA,NA
"4560","B","B","B",NA
"4561","B","C","C","B"
"4562",NA,NA,NA,NA
"4563",NA,NA,NA,NA
"4564","B","C",NA,"C"
"4565",NA,NA,NA,NA
"4566","B","B","B","B"
"4567",NA,NA,NA,NA
"4568","B","A","B","D or lower"
"4569","B","B","C","B"
"4570",NA,NA,NA,NA
"4571","B","A","A","A"
"4572","B","A",NA,"A"
"4573","C","B","C","B"
"4574",NA,NA,NA,NA
"4575",NA,NA,NA,NA
"4576","D or lower","C",NA,"B"
"4577",NA,NA,NA,NA
"4578",NA,NA,NA,NA
"4579","B","A","B","B"
"4580",NA,"A","B","A"
"4581","B","A","B","B"
"4582","D or lower","A","B","A"
"4583",NA,NA,NA,NA
"4584",NA,NA,NA,NA
"4585","A","A","A","A"
"4586","D or lower","B","D or lower","D or lower"
"4587","A","D or lower","C","D or lower"
"4588","B","A",NA,"C"
"4589",NA,"C","C","B"
"4590",NA,NA,NA,NA
"4591","B","C","B","A"
"4592","C","C","C","B"
"4593","A","B","A","A"
"4594","C","D or lower","B","B"
"4595",NA,NA,NA,NA
"4596","B","A","B","A"
"4597","C","A","B","C"
"4598","A","B","A","A"
"4599",NA,NA,NA,NA
"4600","A","B","A","B"
"4601","C","C","B","C"
"4602","A","C",NA,"A"
"4603","B","D or lower","C","C"
"4604","A","A","B","B"
"4605",NA,NA,NA,NA
"4606","B","C","B",NA
"4607","A","B","A",NA
"4608",NA,NA,NA,NA
"4609","C","C","B","A"
"4610","B","A","B","B"
"4611","B","D or lower","A","B"
"4612","A","B","B","B"
"4613","C","D or lower","C","D or lower"
"4614","D or lower","D or lower",NA,"C"
"4615","B","A","A","C"
"4616","D or lower","D or lower",NA,"C"
"4617",NA,NA,NA,NA
"4618","A","B","B","C"
"4619","C","B","C","C"
"4620",NA,NA,NA,NA
"4621","A","A","B","B"
"4622","B","B","C","C"
"4623","C","C","A","B"
"4624","B","A","A","B"
"4625","A","B","A","B"
"4626","C","B",NA,"C"
"4627","B","A","B","C"
"4628","C","A","B","A"
"4629","B","C","B","C"
"4630","D or lower","D or lower","B","D or lower"
"4631","B","B","A","C"
"4632",NA,NA,NA,NA
"4633","B","B","D or lower","D or lower"
"4634",NA,"D or lower",NA,"C"
"4635",NA,NA,NA,NA
"4636","B","C","B","C"
"4637","B","B","A","B"
"4638","B","B","A","C"
"4639",NA,NA,NA,NA
"4640",NA,NA,NA,NA
"4641","B","C","B","C"
"4642",NA,NA,NA,NA
"4643","C","B","C","C"
"4644","A","A","A","C"
"4645",NA,NA,NA,NA
"4646",NA,NA,NA,NA
"4647","A","A","B","A"
"4648",NA,NA,NA,NA
"4649",NA,NA,NA,NA
"4650","C","C","D or lower","B"
"4651","D or lower","C","B","B"
"4652",NA,NA,NA,NA
"4653","B","A","A","A"
"4654","C","D or lower","A","A"
"4655","C","B","A","B"
"4656","B","C",NA,"C"
"4657",NA,NA,NA,NA
"4658","C","B","B","B"
"4659","C","D or lower","C","D or lower"
"4660","B","B","B","A"
"4661",NA,NA,NA,NA
"4662",NA,NA,NA,NA
"4663","D or lower","D or lower",NA,"B"
"4664","C","D or lower","A","C"
"4665","B","B","B","B"
"4666",NA,NA,NA,NA
"4667",NA,NA,NA,NA
"4668",NA,NA,NA,NA
"4669","C","A","A","A"
"4670","B","B","A","A"
"4671","B","C","C","B"
"4672",NA,NA,NA,NA
"4673","A","D or lower","B","A"
"4674",NA,NA,NA,NA
"4675","A","B","A","A"
"4676","C","B","B","A"
"4677",NA,NA,NA,NA
"4678","A","C","A","A"
"4679","B","C","B","C"
"4680","A","C","A","B"
"4681","D or lower","D or lower","C","D or lower"
"4682","C","B",NA,"C"
"4683","B","B","B","B"
"4684","A","B","A","B"
"4685",NA,NA,NA,NA
"4686",NA,NA,NA,NA
"4687","C","B","C","C"
"4688","B",NA,"A","B"
"4689","D or lower","C",NA,"D or lower"
"4690",NA,NA,NA,NA
"4691","A","A","B","B"
"4692",NA,NA,NA,NA
"4693","A","B","A","B"
"4694","C","C","B","A"
"4695",NA,"C",NA,"C"
"4696","C","A","D or lower","C"
"4697",NA,NA,NA,NA
"4698",NA,NA,NA,NA
"4699","B","C","C","B"
"4700",NA,NA,NA,NA
"4701",NA,NA,NA,NA
"4702","B","B","B","B"
"4703","B","A","A","B"
"4704",NA,NA,NA,NA
"4705","B","D or lower","B","C"
"4706","B","C",NA,"C"
"4707","A","A","A","B"
"4708","D or lower","D or lower","D or lower","D or lower"
"4709","D or lower","D or lower","D or lower","D or lower"
"4710","A","A","A","B"
"4711","B","C","B","A"
"4712","C","B","D or lower","B"
"4713",NA,NA,NA,NA
"4714",NA,NA,NA,NA
"4715","B","B","C","C"
